Symbol,05/20/2022,05/13/2022,05/06/2022,04/29/2022
608484,1.9943833,-7.4540195,-10.07489,-1.4291704
BQV0SV,7.1695805,0.2760887,-11.376894,-8.347988
298935,-3.4109116,-1.672554,-7.3229494,-2.2011757
BMH0MR,-3.1228602,-10.300314,-6.6863356,0.9846926
699076,4.4496655,-1.7132342,-0.9705663,-3.2885492
B734XQ,3.3915281,-2.7473032,1.1762619,-4.7867594
BYZQ09,4.7541857,4.55178,-8.557034,17.434847
B633D9,1.485014,2.8114557,-4.919946,0.27741194
B1L3XL,5.3940415,4.419112,-6.2637033,19.873058
672529,9.67449,-8.3514805,-9.956419,-5.3494573
BYXJF6,0.9861827,6.596589,-4.4450045,-7.092863
278381,2.2073507,-4.371315,-0.3478229,-3.9379478
B95WG1,-1.6754389,-2.2930086,-4.535961,-2.5831282
BL6P21,2.1621346,-6.823593,-16.158073,-11.59454
BGSP7M,-5.3774776,-1.5978456,-3.2037795,-0.598979
BMWF09,-9.90234,-5.818182,-1.3713121,-4.8001585
B544N7,5.727279,-3.949815,-1.9810855,-3.9354146
B292RC,-0.9058714,0.34513474,-2.3715317,-13.399017
BZ00V3,-10.663706,-11.397022,-14.69863,-1.8065572
B04KP8,3.0920267,2.4908304,-8.675581,5.355513
598381,-3.1717837,0.7766485,-1.1424303,-1.5835643
